id,rocket,success,launchpad,flight_number,name,date_utc,upcoming,links
5eb87ceaffd86e000604b33d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,20,DSCOVR,2015-02-11T23:03:00.000Z,False,https://www.youtube.com/watch?v=OvHJSIKP0Hg
5eb87ceaffd86e000604b33e,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,21,ABS-3A / Eutelsat 115W B,2015-03-02T03:50:00.000Z,False,https://www.youtube.com/watch?v=mN7lyaCBzT8
5eb87cecffd86e000604b33f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,22,CRS-6,2015-04-14T20:10:00.000Z,False,https://www.youtube.com/watch?v=csVpa25iqH0
5eb87cedffd86e000604b340,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,23,TürkmenÄlem 52°E / MonacoSAT,2015-04-27T23:03:00.000Z,False,https://www.youtube.com/watch?v=nBwAYT_ogj4
5eb87ceeffd86e000604b341,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,24,CRS-7,2015-06-28T14:21:00.000Z,False,https://www.youtube.com/watch?v=PuNymhcTtSQ
5eb87cefffd86e000604b342,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,25,OG-2 Mission 2,2015-12-22T01:29:00.000Z,False,https://www.youtube.com/watch?v=O5bTbVbe4e4
5eb87cf0ffd86e000604b343,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,26,Jason 3,2016-01-17T15:42:00.000Z,False,https://www.youtube.com/watch?v=ivdKRJzl6y0
5eb87cf2ffd86e000604b344,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,27,SES-9,2016-03-04T23:35:00.000Z,False,https://www.youtube.com/watch?v=muDPSyO7-A0
5eb87cf3ffd86e000604b345,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,28,CRS-8,2016-04-08T20:43:00.000Z,False,https://www.youtube.com/watch?v=7pUAydjne5M
5eb87cf5ffd86e000604b346,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,29,JCSAT-2B,2016-05-06T05:21:00.000Z,False,https://www.youtube.com/watch?v=L0bMeDj76ig
5eb87cf6ffd86e000604b347,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,30,Thaicom 8,2016-05-27T21:39:00.000Z,False,https://www.youtube.com/watch?v=zBYC4f79iXc
5eb87cf8ffd86e000604b348,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,31,ABS-2A / Eutelsat 117W B,2016-06-15T14:29:00.000Z,False,https://www.youtube.com/watch?v=gLNmtUEvI5A
5eb87cf9ffd86e000604b349,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,32,CRS-9,2016-07-18T04:45:00.000Z,False,https://www.youtube.com/watch?v=ThIdCuSsJh8
5eb87cfaffd86e000604b34a,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,33,JCSAT-16,2016-08-14T05:26:00.000Z,False,https://www.youtube.com/watch?v=QZTCEO0gvLo
5eb87cfbffd86e000604b34b,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,34,Amos-6,2016-09-01T13:07:00.000Z,False,https://www.youtube.com/watch?v=_BgJEXQkjNQ
5eb87cfdffd86e000604b34c,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,35,Iridium NEXT Mission 1,2017-01-14T17:54:00.000Z,False,https://www.youtube.com/watch?v=7WimRhydggo
5eb87cfeffd86e000604b34d,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,36,CRS-10,2017-02-19T14:39:00.000Z,False,https://www.youtube.com/watch?v=giNhaEzv_PI
5eb87cfeffd86e000604b34e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,37,EchoStar 23,2017-03-16T06:00:00.000Z,False,https://www.youtube.com/watch?v=lZmqbL-hz7U
5eb87d00ffd86e000604b34f,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,38,SES-10,2017-03-30T22:27:00.000Z,False,https://www.youtube.com/watch?v=xsZSXav4wI8
5eb87d01ffd86e000604b350,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,39,NROL-76,2017-05-01T11:15:00.000Z,False,https://www.youtube.com/watch?v=EzQpkQ1etdA
5eb87d01ffd86e000604b351,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,40,Inmarsat-5 F4,2017-05-15T23:21:00.000Z,False,https://www.youtube.com/watch?v=ynMYE64IEKs
5eb87d03ffd86e000604b352,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,41,CRS-11,2017-06-03T21:07:00.000Z,False,https://www.youtube.com/watch?v=JuZBOUMsYws
5eb87d04ffd86e000604b353,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,42,BulgariaSat-1,2017-06-23T19:10:00.000Z,False,https://www.youtube.com/watch?v=Y8mLi-rRTh8
5eb87d05ffd86e000604b354,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,43,Iridium NEXT Mission 2,2017-06-25T20:25:00.000Z,False,https://www.youtube.com/watch?v=7tIwZg8F9b8
5eb87d06ffd86e000604b355,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,44,Intelsat 35e,2017-07-05T23:35:00.000Z,False,https://www.youtube.com/watch?v=MIHVPCj25Z0
5eb87d07ffd86e000604b356,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,45,CRS-12,2017-08-14T16:31:00.000Z,False,https://www.youtube.com/watch?v=vLxWsYx8dbo
5eb87d08ffd86e000604b357,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,46,FormoSat-5,2017-08-24T18:50:00.000Z,False,https://www.youtube.com/watch?v=J4u3ZN2g_MI
5eb87d09ffd86e000604b358,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,47,Boeing X-37B OTV-5,2017-09-07T13:50:00.000Z,False,https://www.youtube.com/watch?v=9M6Zvi-fFv4
5eb87d0affd86e000604b359,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,48,Iridium NEXT Mission 3,2017-10-09T12:37:00.000Z,False,https://www.youtube.com/watch?v=SB4N4xF2B2w&feature=youtu.be
5eb87d0cffd86e000604b35a,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,49,SES-11 / Echostar 105,2017-10-11T22:53:00.000Z,False,https://www.youtube.com/watch?v=iv1zeGSvhIw
5eb87d0dffd86e000604b35b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,50,KoreaSat 5A,2017-10-30T19:34:00.000Z,False,https://www.youtube.com/watch?v=RUjH14vhLxA
5eb87d0effd86e000604b35c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,51,CRS-13,2017-12-15T15:36:00.000Z,False,https://www.youtube.com/watch?v=OPHbqY9LHCs
5eb87d0fffd86e000604b35d,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,52,Iridium NEXT Mission 4,2017-12-23T01:27:23.000Z,False,https://www.youtube.com/watch?v=wtdjCwo6d3Q
5eb87d10ffd86e000604b35e,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,53,ZUMA,2018-01-08T01:00:00.000Z,False,https://www.youtube.com/watch?v=0PWu3BRxn60
5eb87d11ffd86e000604b35f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,54,SES-16 / GovSat-1,2018-01-31T21:25:00.000Z,False,https://www.youtube.com/watch?v=ScYUA51-POQ
5eb87d13ffd86e000604b360,5e9d0d95eda69974db09d1ed,True,5e9e4502f509094188566f88,55,Falcon Heavy Test Flight,2018-02-06T20:45:00.000Z,False,https://www.youtube.com/watch?v=wbSwFU6tY1c
5eb87d14ffd86e000604b361,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,56,Paz / Starlink Demo,2018-02-22T14:17:00.000Z,False,https://www.youtube.com/watch?v=-p-PToD2URA
5eb87d15ffd86e000604b362,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,57,Hispasat 30W-6,2018-03-06T05:33:00.000Z,False,https://www.youtube.com/watch?v=Kpfrp-GMKKM
5eb87d16ffd86e000604b363,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,58,Iridium NEXT Mission 5,2018-03-30T14:13:51.000Z,False,https://www.youtube.com/watch?v=mp0TW8vkCLg
5eb87d16ffd86e000604b364,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,59,CRS-14,2018-04-02T20:30:41.000Z,False,https://www.youtube.com/watch?v=BPQHG-LevZM
5eb87d18ffd86e000604b365,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,60,TESS,2018-04-18T22:51:00.000Z,False,https://www.youtube.com/watch?v=aY-0uBIYYKk
5eb87d19ffd86e000604b366,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,61,Bangabandhu-1,2018-05-11T20:14:00.000Z,False,https://www.youtube.com/watch?v=rQEqKZ7CJlk
5eb87d1affd86e000604b367,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,62,Iridium NEXT Mission 6,2018-05-22T19:47:58.000Z,False,https://www.youtube.com/watch?v=I_0GgKfwCSk
5eb87d1bffd86e000604b368,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,63,SES-12,2018-06-04T04:45:00.000Z,False,https://www.youtube.com/watch?v=2hcM5hqQ45s
5eb87d1cffd86e000604b369,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,64,CRS-15,2018-06-29T09:42:00.000Z,False,https://www.youtube.com/watch?v=ycMagB1s8XM
5eb87d1effd86e000604b36a,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,65,Telstar 19V,2018-07-22T05:50:00.000Z,False,https://www.youtube.com/watch?v=xybp6zLaGx4
5eb87d1fffd86e000604b36b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,66,Iridium NEXT Mission 7,2018-07-25T11:39:26.000Z,False,https://www.youtube.com/watch?v=vsDknmK30C0
5eb87d20ffd86e000604b36c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,67,Merah Putih,2018-08-07T05:18:00.000Z,False,https://www.youtube.com/watch?v=FjfQNBYv2IY
5eb87d22ffd86e000604b36d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,68,Telstar 18V,2018-09-10T04:45:00.000Z,False,https://www.youtube.com/watch?v=Apw3xqwsG1U
5eb87d23ffd86e000604b36e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,69,SAOCOM 1A,2018-10-08T02:22:00.000Z,False,https://www.youtube.com/watch?v=vr_C6LQ7mHc
5eb87d24ffd86e000604b36f,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,70,Es’hail 2,2018-11-15T20:46:00.000Z,False,https://www.youtube.com/watch?v=PhTbzc-BqKs&feature=youtu.be
5eb87d25ffd86e000604b370,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,71,SSO-A,2018-12-03T18:34:00.000Z,False,https://www.youtube.com/watch?v=Wq8kS6UoOrQ
5eb87d26ffd86e000604b371,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,72,CRS-16,2018-12-05T18:16:00.000Z,False,https://www.youtube.com/watch?v=Esh1jHT9oTA
5eb87d27ffd86e000604b372,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,73,GPS III SV01,2018-12-23T13:51:00.000Z,False,https://youtu.be/yRiLPoy_Mzc
5eb87d28ffd86e000604b373,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,74,Iridium NEXT Mission 8,2019-01-11T15:31:00.000Z,False,https://youtu.be/VshdafZvwrg
5eb87d2affd86e000604b374,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,75,Nusantara Satu (PSN-6) / S5 / Beresheet,2019-02-22T01:45:00.000Z,False,https://www.youtube.com/watch?v=XS0E35aYJcU
5eb87d2bffd86e000604b375,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,76,CCtCap Demo Mission 1,2019-03-02T07:45:00.000Z,False,https://youtu.be/2ZL0tbOZYhE
5eb87d2dffd86e000604b376,5e9d0d95eda69974db09d1ed,True,5e9e4502f509094188566f88,77,ArabSat 6A,2019-04-11T22:35:00.000Z,False,https://youtu.be/TXMGu2d8c8g
5eb87d2effd86e000604b377,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,78,CRS-17,2019-05-04T06:48:00.000Z,False,https://youtu.be/AQFhX5TvP0M
5eb87d30ffd86e000604b378,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,79,Starlink v0.9,2019-05-24T02:30:00.000Z,False,https://www.youtube.com/watch?v=riBaVeDTEWI
5eb87d31ffd86e000604b379,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,80,RADARSAT Constellation,2019-06-12T14:17:00.000Z,False,https://youtu.be/8A2nJd9Urk8
5eb87d35ffd86e000604b37a,5e9d0d95eda69974db09d1ed,True,5e9e4502f509094188566f88,81,STP-2,2019-06-25T03:30:00.000Z,False,https://youtu.be/WxH4CAlhtiQ
5eb87d36ffd86e000604b37b,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,82,CRS-18,2019-07-25T22:01:00.000Z,False,https://youtu.be/SlgrxVuP5jk
5eb87d37ffd86e000604b37c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,83,Amos-17,2019-08-06T22:52:00.000Z,False,https://youtu.be/fZh82-WcCuo
5eb87d39ffd86e000604b37d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,84,Starlink-1,2019-11-11T14:56:00.000Z,False,https://youtu.be/pIDuv0Ta0XQ
5eb87d39ffd86e000604b37e,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,85,CRS-19,2019-12-05T17:29:23.000Z,False,https://youtu.be/-aoAGdYXp_4
5eb87d3bffd86e000604b37f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,86,JCSat 18 / Kacific 1,2019-12-17T00:10:00.000Z,False,https://youtu.be/sbXgZg9JmkI
5eb87d3cffd86e000604b380,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,87,Starlink-2,2020-01-07T02:19:00.000Z,False,https://youtu.be/HwyXo6T7jC4
5eb87d3dffd86e000604b381,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,88,Crew Dragon In Flight Abort Test,2020-01-19T14:00:00.000Z,False,https://youtu.be/mhrkdHshb3E
5eb87d3fffd86e000604b382,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,89,Starlink-3,2020-01-29T14:06:00.000Z,False,https://youtu.be/1KmBDCiL7MU
5eb87d41ffd86e000604b383,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,90,Starlink-4,2020-02-17T15:05:55.000Z,False,https://youtu.be/8xeX62mLcf8
5eb87d42ffd86e000604b384,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,91,CRS-20,2020-03-07T04:50:31.000Z,False,https://youtu.be/1MkcWK2PnsU
5eb87d43ffd86e000604b385,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,92,Starlink-5,2020-03-18T12:16:00.000Z,False,https://youtu.be/I4sMhHbHYXM
5eb87d44ffd86e000604b386,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,93,Starlink-6,2020-04-22T19:30:00.000Z,False,https://youtu.be/wSge0I7pwFI
5eb87d46ffd86e000604b388,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,94,CCtCap Demo Mission 2,2020-05-30T19:22:00.000Z,False,https://youtu.be/xY96v0OIcK4
5eb87d45ffd86e000604b387,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,95,Starlink-7,2020-06-04T01:25:00.000Z,False,https://youtu.be/y4xBFHjkUvw
5eb87d46ffd86e000604b389,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,96,Starlink-8 & SkySat 16-18,2020-06-13T09:21:00.000Z,False,https://youtu.be/8riKQXChPGg
5eb87d4affd86e000604b38b,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,97,GPS III SV03 (Columbus),2020-06-30T19:55:00.000Z,False,https://youtu.be/6zr0nfG3Xy4
5eb87d50ffd86e000604b394,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,98,ANASIS-II,2020-07-20T21:30:00.000Z,False,https://youtu.be/TshvZlQ7le8
5ed9819a1f30554030d45c29,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,99,Starlink-9 (v1.0) & BlackSky Global 5-6,2020-08-07T05:12:00.000Z,False,https://youtu.be/KU6KogxG5BE
5ed981d91f30554030d45c2a,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,100,Starlink-10 (v1.0) & SkySat 19-21,2020-08-18T14:31:00.000Z,False,https://youtu.be/jTMJK7wb0rM
5eb87d47ffd86e000604b38a,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,101,"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30T23:18:00.000Z,False,https://youtu.be/P-gLOsDjE3E
5ef6a1e90059c33cee4a828a,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,102,Starlink-11 (v1.0),2020-09-03T12:46:00.000Z,False,https://youtu.be/_j4xR7LMCGY
5ef6a2090059c33cee4a828b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,103,Starlink-12 (v1.0),2020-10-06T11:29:00.000Z,False,https://youtu.be/UZkaE_9zwQQ
5ef6a2bf0059c33cee4a828c,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,104,Starlink-13 (v1.0),2020-10-18T12:25:00.000Z,False,https://youtu.be/UM8CDDAmp98
5ef6a2e70059c33cee4a8293,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,105,Starlink-14 (v1.0),2020-10-24T15:31:00.000Z,False,https://youtu.be/2gbVgTxLgN0
5eb87d4cffd86e000604b38d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,106,GPS III SV04 (Sacagawea),2020-11-05T23:24:00.000Z,False,https://youtu.be/wufXF5YKR1M
5eb87d4dffd86e000604b38e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,107,Crew-1,2020-11-16T00:27:00.000Z,False,https://youtu.be/bnChQbxLkkI
5ed983aa1f30554030d45c31,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,108,Sentinel-6 Michael Freilich,2020-11-21T17:17:00.000Z,False,https://youtu.be/aVFPzTDCihQ
5fb95b3f3a88ae63c954603c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,109,Starlink-15 (v1.0),2020-11-25T02:13:00.000Z,False,https://youtu.be/J442-ti-Dhg
5eb87d4effd86e000604b391,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,110,CRS-21,2020-12-06T16:17:00.000Z,False,https://youtu.be/4xJAGFR_N-c
5eb87d4bffd86e000604b38c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,111,SXM-7,2020-12-13T17:30:00.000Z,False,https://youtu.be/COraGXFb1lo
5f8399fb818d8b59f5740d43,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,112,NROL-108,2020-12-19T14:00:00.000Z,False,https://youtu.be/9OeVwaFBkfE
5eb87d4fffd86e000604b393,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,113,Turksat 5A,2021-01-08T02:15:00.000Z,False,https://youtu.be/9I0UYXVqIn8
5fbfecce54ceb10a5664c80a,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,114,Starlink-16 (v1.0),2021-01-20T13:02:00.000Z,False,https://youtu.be/84Nct_Q9Lqw
5fd386aa7faea57d297c86c1,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,115,Transporter-1,2021-01-24T15:00:00.000Z,False,https://youtu.be/ScHI1cbkUv4
5ff6554f9257f579ee3a6c5f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,116,Starlink-18 (v1.0),2021-02-04T06:19:00.000Z,False,https://youtu.be/fe6HBw1y6bA
600f9a5e8f798e2a4d5f979c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,117,Starlink-19 (v1.0),2021-02-16T03:59:00.000Z,False,https://youtu.be/L0dkyV09Zso
5fbfecfe54ceb10a5664c80b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,118,Starlink-17 (v1.0),2021-03-04T08:24:00.000Z,False,https://youtu.be/d5DzoKuhdNk
600f9a718f798e2a4d5f979d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,119,Starlink-20 (v1.0),2021-03-11T08:13:00.000Z,False,https://youtu.be/U4sWbTfrzj8
600f9a8d8f798e2a4d5f979e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,120,Starlink-21 (v1.0),2021-03-14T10:01:00.000Z,False,https://youtu.be/JKf45ATgATc
60428aafc041c16716f73cd7,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,121,Starlink-22 (v1.0),2021-03-24T08:28:00.000Z,False,https://youtu.be/a15czI9B91c
60428ac4c041c16716f73cd8,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,122,Starlink-23 (v1.0),2021-04-07T16:34:00.000Z,False,https://youtu.be/Uy9Jn-3vuPs
5fe3af58b3467846b324215f,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,123,Crew-2,2021-04-23T09:49:00.000Z,False,https://youtu.be/lW07SN3YoLI
605b4b6aaa5433645e37d03f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,124,Starlink-24 (v1.0),2021-04-29T03:44:00.000Z,False,https://youtu.be/RBxkRKZ34yo
605b4b7daa5433645e37d040,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,125,Starlink-25 (v1.0),2021-05-04T19:01:00.000Z,False,https://youtu.be/xpl_JnG7rcg
6079bd1c9a06446e8c61bf76,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,126,Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,False,https://youtu.be/J71s2KmkSrc
605b4b95aa5433645e37d041,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,127,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,False,https://youtu.be/tdgg_qwj-hI
6079bd399a06446e8c61bf77,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,128,Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,False,https://youtu.be/xRu-ekesDyY
5fe3af84b3467846b3242161,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,129,CRS-22 & IROSA,2021-06-03T17:29:00.000Z,False,https://youtu.be/QXf9mRWbXDM
5fe3af6db3467846b3242160,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,130,SXM-8,2021-06-06T04:26:00.000Z,False,https://youtu.be/bgtDRR2F2wA
